TSLA_Share_Price
328.333333
334.763333
342.716666
325.733333
336.26
335.016666
332.673333
292.14
293.836666
292.503333
290.253333
300.98
303.083333
317.54
291.093333
288.55
262.37
266.68
244.666666
242.666666
256.53
241.456666
253.87
236.603333
236.473333
221.3
224.966666
209.386666
219.6
235.91
253.21
252.753333
246.79
258.333333
234.516666
238.28
238.886666
241.866666
239.706666
232.23
215.736666
220.89
233.0
213.1
216.76
237.036666
236.086666
235.07
245.706666
244.92
232.663333
228.49
224.473333
227.263333
233.066666
231.733333
244.543333
250.763333
234.343333
233.07
237.04
238.313333
240.066666
240.546666
245.53
247.5
271.706666
272.243333
268.433333
258.86
274.82
280.9
297.15
297.276666
300.586666
307.396666
308.633333
288.17
290.423333
283.333333
294.356666
286.63
300.03
309.32
306.563333
303.996666
302.87
296.666666
289.913333
296.453333
297.096666
296.07
288.09
284.82
277.7
275.61
277.16
270.21
274.42
283.7
289.26
299.68
304.42
292.13
302.61
303.75
303.35
309.07
308.73
300.8
288.59
275.33
276.01
282.94
287.81
268.21
265.25
242.4
249.44
240.81
238.13
223.07
222.96
216.5
217.24
221.72
204.99
219.35
220.19
222.04
207.28
214.44
211.25
222.415
224.64
225.09
228.52
227.54
227.82
214.98
215.31
207.47
197.08
191.3
177.59
190.72
195.97
190.95
194.42
186.92
183.17
180.19
167.87
169.91
183.2
182.86
182.92
180.83
194.7
194.7
194.86
182.45
179.82
174.04
173.44
179.05
167.82
160.95
156.8
157.67
150.23
149.87
137.8
137.57
125.35
123.15
109.1
112.71
121.82
123.18
108.1
113.64
110.34
113.06
119.77
118.85
123.22
123.56
122.4
131.49
128.78
127.17
133.42
143.75
143.89
144.43
160.27
177.9
166.66
173.22
181.41
188.27
189.98
194.76
196.81
201.29
207.32
196.89
194.64
209.25
214.24
202.04
208.31
197.37
200.86
202.07
196.88
207.63
205.71
202.77
190.9
197.79
193.81
187.71
182.0
172.92
173.44
174.48
183.26
180.45
184.13
180.13
183.25
197.58
191.15
192.22
190.41
191.81
189.19
193.88
195.28
207.46
194.77
192.58
185.52
185.06
184.51
186.79
180.54
185.9
185.0
187.04
184.31
180.59
162.99
165.08
162.55
160.67
153.75
160.19
164.31
161.83
160.31
160.61
161.2
170.06
171.79
169.15
168.54
172.08
167.98
166.35
166.52
173.86
176.89
180.14
188.87
185.77
182.9
184.47
193.17
201.16
203.93
207.52
213.97
217.61
221.31
224.57
234.86
244.4
249.83
258.71
256.79
255.9
260.54
274.45
259.46
264.61
256.6
241.05
250.21
256.24
257.5
261.77
279.82
282.48
276.54
274.43
269.61
269.79
271.99
277.9
281.38
290.38
293.34
291.26
262.9
260.02
269.06
265.28
264.35
255.71
266.44
267.43
261.07
254.11
259.32
253.86
251.45
249.7
242.19
245.34
242.65
239.76
232.96
225.6
219.22
215.49
231.28
233.19
236.86
230.04
238.59
238.82
257.18
256.9
258.08
245.01
256.49
251.92
251.49
248.5
273.58
267.48
271.3
276.04
274.39
265.28
266.5
262.59
255.7
244.88
246.99
244.12
240.5
246.38
250.22
251.6
246.53
261.16
260.05
260.53
259.67
263.62
262.99
258.87
251.12
253.92
254.85
242.68
220.11
211.99
212.08
216.52
212.42
205.76
207.3
197.36
200.84
205.66
218.51
219.96
219.27
222.18
222.11
209.98
214.65
223.71
237.41
242.84
233.59
234.3
235.6
241.2
234.21
235.45
236.08
246.72
244.14
240.08
238.83
235.58
238.72
239.37
242.64
243.84
239.74
237.01
239.29
251.05
253.5
252.08
257.22
247.14
254.5
252.54
256.61
261.44
253.18
248.48
